method,ate,ate_pct,ci_low,ci_high,se,p_value,cohort,outcome,n,n_treated,n_control,outcome_rate,diag_ps_overlap_frac,diag_ps_min,diag_ps_max,diag_frac_clipped,diag_max_smd_raw,diag_mean_smd_raw,diag_max_smd_weighted,diag_mean_smd_weighted,diag_ess,diag_ess_frac,intervention,equipoise_def,counterfactual_risk_treated,counterfactual_risk_control,risk_ratio,e_value,e_value_ci
unadjusted,0.083290169103424,8.3290169103424,0.07600959259699894,0.09057074560984907,0.0037146481077475553,2.3967145285252715e-111,full,mortality_28d,42112,11563,30549,0.09792933130699089,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
iptw,0.03291656633105837,3.291656633105837,0.025373384337535575,0.040459748324581164,0.0038486329611270684,1.2014381991733165e-17,full,mortality_28d,42112,11563,30549,0.09792933130699089,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
aipw,0.025087641194471266,2.5087641194471266,0.018165072077861538,0.03201021031108099,0.0035319879197852973,1.2209466940270959e-12,full,mortality_28d,42112,11563,30549,0.09792933130699089,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,0.1172756814258693,0.09218804023139805,1.2721355300698403,1.860517444132665,1.6827080983002425
att,0.020909560648219777,2.090956064821978,0.010385401495587138,0.03143371980085242,0.005369567622489936,9.85694853780015e-05,full,mortality_28d,42112,11563,30549,0.09792933130699089,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,0.1374403485448962,,,
ato,0.034641094296671573,3.4641094296671575,0.026015029442059412,0.043267159151283735,0.004401134369127933,3.519674122748038e-15,full,mortality_28d,42112,11563,30549,0.09792933130699089,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
unadjusted,0.10350548637185887,10.350548637185888,0.09511251577276188,0.11189845697095586,0.0042822065432322615,4.48468916831212e-129,full,mortality_90d,42112,11563,30549,0.1466565349544073,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
iptw,0.04428433719583963,4.428433719583963,0.03528114209504612,0.05328753229663314,0.004593551295742966,5.390112618682175e-22,full,mortality_90d,42112,11563,30549,0.1466565349544073,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
aipw,0.033710277320625294,3.3710277320625295,0.02572294201894161,0.04169761262230898,0.004075245955888356,1.3177294876359228e-16,full,mortality_90d,42112,11563,30549,0.1466565349544073,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,0.17260014316703587,0.1388898658464106,1.2427122894474052,1.791913113278002,1.6537168005194736
att,0.028285909320760794,2.8285909320760796,0.016776259062344027,0.03979555957917756,0.005872378446340557,1.458990813956906e-06,full,mortality_90d,42112,11563,30549,0.1466565349544073,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,0.19345585319761682,,,
ato,0.04684923857867618,4.684923857867618,0.036828122584518896,0.05687035457283346,0.005112908233621926,5.050529322227931e-20,full,mortality_90d,42112,11563,30549,0.1466565349544073,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
